ip;network-operator;router vendor;model version;firmware version;successful protocols
38.196.241.55;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
38.196.241.56;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
38.196.241.57;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
38.196.241.58;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
38.196.241.59;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
38.196.241.60;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
38.196.241.61;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
38.196.241.62;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
38.196.241.63;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
38.196.242.13;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.32;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.33;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.34;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.35;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.36;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.37;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.38;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.39;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.40;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.41;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.42;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.43;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.44;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.45;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.46;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.47;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.48;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.49;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.50;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.51;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.52;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.53;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.54;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.55;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.56;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.57;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.58;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.59;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.61;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.62;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.242.63;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.196.243.32;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.33;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.34;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.35;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.36;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.37;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.38;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.39;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.40;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.41;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.42;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.43;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.44;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.45;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.46;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.47;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.48;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.49;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.50;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.51;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.52;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.53;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.54;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.55;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.56;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.57;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.58;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.59;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.60;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.61;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.62;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.243.63;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.1;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.10;;;;;http80,http8080,ssh
38.196.244.13;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.2;;;;;http80,ssh
38.196.244.32;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.33;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.34;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.35;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.36;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.37;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.38;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.39;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.40;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.41;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.42;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.43;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.44;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.45;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.46;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.47;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.48;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.49;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.50;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.51;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.52;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.53;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.54;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.55;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.56;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.57;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.58;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.59;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.60;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.61;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.62;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.63;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.196.244.9;;Mikrotik;CCR2116-12G-4S+;RouterOS;snmp
38.211.10.43;;;;;http80,http8080
38.211.10.46;;;;;http80,ssh
38.211.11.17;;;;;http80,http8080,https443
38.211.11.18;;;;;http80
38.211.9.12;;;;;http80,http8080
38.22.177.33;;;;;http80,https443
38.224.221.1;;Mikrotik;CCR2216-1G-12XS-2XQ;RouterOS;snmp
38.224.221.2;;;;;ssh
38.224.221.21;;Mikrotik;CCR2216-1G-12XS-2XQ;RouterOS;snmp
38.224.221.42;;Mikrotik;CCR2216-1G-12XS-2XQ;RouterOS;snmp
38.224.221.5;;Mikrotik;CCR2216-1G-12XS-2XQ;RouterOS;snmp
38.224.221.9;;Mikrotik;CCR2216-1G-12XS-2XQ;RouterOS;snmp
38.224.223.107;;Mikrotik;;RouterOS;http80
38.224.230.138;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.224.230.139;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.224.230.140;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.224.230.141;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.224.230.142;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.224.230.143;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.224.230.144;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.224.230.145;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.224.230.162;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.224.230.163;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.224.230.164;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.224.230.165;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.224.230.166;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.224.230.167;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.224.230.168;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.224.230.169;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.225.106.10;;Mikrotik;;RouterOS,v7.8;http80
38.225.106.12;;Mikrotik;;RouterOS,v7.8;http80,http8080
38.225.106.14;;Mikrotik;;RouterOS,v7.8;http80
38.225.106.3;;Mikrotik;;RouterOS;http80,https443
38.225.106.5;;Mikrotik;;RouterOS;http80,http8080,https443
38.225.106.7;;Mikrotik;;RouterOS,v7.8;http80,http8080
38.252.4.21;;;;;http80,https443,ssh
38.252.4.22;;;;;ssh
38.29.247.40;;;;;http80,https443
38.41.188.24;;Mikrotik;CCR1009-7G-1C-1S+;RouterOS;snmp
38.43.100.186;;;;;http80,https443
38.43.124.17;;Mikrotik;CCR2116-12G-4S+;RouterOS;http80,snmp
38.43.124.18;;;;;http80,http8080,https443
38.43.124.20;;;;;http80,https443
38.43.124.22;;;;;http80,https443
38.43.124.24;;;;;http80,http8080,https443
38.43.124.25;;Huawei;;;http80,http8080,https443
38.43.124.26;;Huawei;;;http80
38.43.124.33;;Mikrotik;CCR2116-12G-4S+;RouterOS;http80,snmp
38.43.124.34;;;;;http80
38.43.124.40;;Mikrotik;;RouterOS;http80
38.43.125.1;;Mikrotik;CCR2116-12G-4S+;RouterOS;http80,https443,snmp,ssh
38.43.125.233;;Mikrotik;CCR2116-12G-4S+;RouterOS;http80,snmp
38.43.125.237;;Mikrotik;CCR2116-12G-4S+;RouterOS;http80,snmp
38.43.125.238;;TP-Link;Router inalámbrico N 300Mbps WR841N,TL-WR841N;;http8080
38.43.127.234;;;;;http80,https443
38.43.127.245;;;;;http80
38.43.87.240;;Mikrotik;RB750Gr3;RouterOS;snmp
38.44.237.181;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.45.65.17;;;;;ssh
38.45.67.181;;;;;ssh
38.45.71.23;;;;;ssh
38.50.152.138;;;;;http80,https443
38.50.152.139;;;;;http80,https443
38.50.152.141;;;;;http80,https443
38.51.22.122;;TP-Link,Ubiquiti;AC1200 Wireless Dual Band Gigabit Router,Archer C5;;http80,http8080,https443
38.56.2.10;;;;v2.2.8;http8080,https443,ssh
38.56.2.11;;;;;http80,http8080,https443
38.56.2.127;;;;;http80,https443,ssh
38.56.2.3;;;;;http80
38.58.128.15;;Mikrotik;CCR1016-12S-1S+;RouterOS;snmp
38.58.128.19;;Mikrotik;CCR1016-12S-1S+;RouterOS;snmp
38.58.128.23;;Mikrotik;RB4011iGS+;RouterOS;snmp
38.58.128.4;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
38.58.128.7;;Mikrotik;CCR1016-12S-1S+;RouterOS;snmp
38.58.128.8;;Mikrotik;CCR1016-12S-1S+;RouterOS;snmp
38.58.128.9;;Mikrotik;CCR2004-1G-12S+2XS;RouterOS;snmp
38.7.101.146;;Mikrotik;CCR1072-1G-8S+;RouterOS;snmp
38.75.63.236;;;;;http80,http8080
38.78.150.50;;Mikrotik;CCR1072-1G-8S+;RouterOS;snmp
38.83.116.251;;;;;ssh
38.88.244.134;;Mikrotik;RB3011UiAS;RouterOS;snmp
38.93.180.110;;Mikrotik;CCR1072-1G-8S+;RouterOS;snmp
39.110.235.225;;;;;ssh
39.173.159.157;;OpenWrt;Linux OpenWrt 5.15.158-flippy-89+o #283 SMP PREEMPT Sun May 12 20:39:43 CST 2024 aarch64;;snmp
39.29.177.137;;;;;http80
39.29.82.36;;;;;http80
4.224.101.174;;;;;https443
4.4.211.40;;;;;http80,https443
4.4.211.47;;;;;http80,https443
4.59.182.251;;;;;http80,https443
40.132.158.206;;;;V9.805;http80,http8080,https443
41.111.146.105;;TP-Link;300Mbps Wireless N 4G LTE Router,TL-MR6400;;http80,http8080,https443
41.129.22.122;;TP-Link;No.,TL-WA801N,TP-Link Wireless N Access Point WA801N;;http80
41.129.43.67;;TP-Link;No.,TL-WA801N,TP-Link Wireless N Access Point WA801N;;http80
41.129.44.175;;TP-Link;AC1200 Wireless Dual Band Router,Archer C50,No.;;http80,https443,ssh
41.129.44.204;;TP-Link;AC1200 Wireless Dual Band Router,Archer C50,No.;;http80,https443,ssh
41.129.50.131;;;AC1200 Wireless Dual Band Router,Archer C50,No.;;http80,https443,ssh
41.129.51.177;;;;;http80
41.133.76.160;;;;;http80,https443,ssh
41.139.12.213;;Mikrotik;RB951Ui-2HnD;RouterOS;snmp
41.160.147.195;;;Linux christiekrug 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.160.147.197;;;Linux purple_2 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.160.147.198;;;Linux shaunheue 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;http80,snmp,ssh
41.160.147.200;;;Linux ansieboth 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.160.147.201;;;;;ssh
41.160.147.202;;Ubiquiti;;;http80,http8080,https443,ssh
41.160.147.204;;;Linux astrafurn 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.160.147.205;;;;;https443,ssh
41.160.147.207;;;Linux murrayhofm 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.160.147.208;;Ubiquiti;;;http80,https443,ssh
41.160.147.209;;;Linux ricoensl 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.160.147.210;;;Linux rudi_ 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.160.147.211;;Ubiquiti;;;http80,https443,ssh
41.160.147.214;;;;;ssh
41.160.147.215;;;Linux jeanette 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.160.147.216;;Ubiquiti;;;http80,https443,ssh
41.160.147.217;;;Linux yvettevisa 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.160.147.218;;;Linux antonymorr 2.6.32.27 #1 Mon Feb 8 10:46:33 UTC 2021 mips;;snmp
41.160.147.221;;;Linux estellevand 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.160.147.222;;;;;ssh
41.160.193.206;;Ubiquiti;;;http80,https443,ssh
41.160.193.214;;;Linux chaniquecoet 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.160.193.220;;Ubiquiti;;;http80,https443,ssh
41.160.211.174;;;Linux regardgroe 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.160.212.131;;;;;ssh
41.160.212.133;;;Linux michaelanel 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.160.212.136;;;;;ssh
41.160.212.137;;;;;ssh
41.160.212.138;;;;;ssh
41.160.212.142;;Ubiquiti;;;http80,https443,ssh
41.160.212.145;;Mikrotik;;RouterOS,v6.49.17;http80
41.160.212.146;;;;;ssh
41.160.212.148;;;;;ssh
41.160.212.151;;Ubiquiti;;;http80,https443,ssh
41.160.212.152;;;;;ssh
41.160.212.153;;;;;ssh
41.160.212.154;;Mikrotik;;RouterOS,v6.49.17;http80
41.160.212.155;;Mikrotik;;RouterOS,v6.45.3;http80
41.160.212.156;;;;;https443,ssh
41.160.212.158;;Mikrotik;;RouterOS,v6.49.18;http80
41.160.229.193;;Ubiquiti;;;http80,https443,ssh
41.160.229.203;;;Linux armandsche 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.160.229.204;;;;;ssh
41.160.229.218;;;;;ssh
41.160.241.84;;Mikrotik;CCR1016-12S-1S+;RouterOS;snmp
41.160.63.33;;Ubiquiti;;;http80,https443,ssh
41.160.63.34;;Ubiquiti;;;http80,https443,ssh
41.160.63.35;;;Linux lindiwemogo 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.160.63.38;;;Linux jackiebeyt 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.160.63.39;;Ubiquiti;;;http80,https443,ssh
41.160.63.41;;;;;ssh
41.160.63.43;;Ubiquiti;;;http80,https443,ssh
41.160.63.47;;Ubiquiti;;;http80,https443,ssh
41.160.63.48;;Ubiquiti;;;http80,https443,ssh
41.160.63.49;;Ubiquiti;;;http80,https443,ssh
41.160.63.50;;Ubiquiti;;;http80,https443,ssh
41.160.63.52;;Ubiquiti;;;http80,https443,ssh
41.160.63.53;;;;;ssh
41.160.63.54;;Ubiquiti;;;http80,https443,ssh
41.160.63.55;;Ubiquiti;;;http80,https443,ssh
41.160.63.56;;;;;ssh
41.160.63.58;;;;;https443,ssh
41.160.63.59;;Mikrotik;;RouterOS,v6.44.5;http80,ssh
41.160.63.60;;Ubiquiti;;;http80,https443,ssh
41.160.63.61;;Mikrotik;;RouterOS,v6.45.9;http80,ssh
41.160.73.109;;;Linux shadracknkos 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.160.73.114;;Ubiquiti;;;http80,https443,ssh
41.160.73.124;;;Linux yvette 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.160.73.125;;Ubiquiti;;;http80,https443,ssh
41.160.73.98;;Ubiquiti;;;http80,https443,ssh
41.161.34.145;;;;;ssh
41.161.34.153;;Mikrotik;;RouterOS,v6.49.7;http80,ssh
41.161.34.154;;;Linux derickrhee 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.161.79.65;;;Linux debonairsrock 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;http8080,https443,snmp,ssh
41.161.79.71;;;Linux christiaanvand 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.161.83.138;;Mikrotik;CCR1009-7G-1C;RouterOS;snmp
41.162.10.19;;Mikrotik;CCR1072-1G-8S+;RouterOS;snmp
41.162.131.68;;;Linux philippushoug 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.162.131.70;;Mikrotik;RB931-2nD;RouterOS;snmp,ssh
41.162.131.72;;;;;ssh
41.162.131.75;;;;;ssh
41.162.131.76;;;;;ssh
41.163.5.194;;Mikrotik;;RouterOS,v6.48.2;http80,ssh
41.163.5.195;;Ubiquiti;;;https443,ssh
41.163.5.197;;;Linux kobedimash 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.163.5.199;;Ubiquiti;;;http80,https443,ssh
41.163.5.200;;Ubiquiti;;;http80,https443,ssh
41.163.5.202;;;Linux chrisvann 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.163.5.204;;;;;https443,ssh
41.163.5.206;;Ubiquiti;;;http80,https443,ssh
41.163.5.208;;;Linux deonhenn 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.163.5.209;;;Linux wzsteelprof 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.163.5.210;;;Linux jpjonk 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.163.5.211;;;Linux tinusrobb 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.163.5.213;;;Linux givenlanga 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.163.5.214;;;;;ssh
41.163.5.215;;;Linux alexpenn 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.163.5.216;;Ubiquiti;;;http80,https443,ssh
41.163.5.218;;;Linux andriesjaco 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.163.5.219;;;Linux saloysamost 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.163.5.220;;;Linux wawasrest 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;snmp
41.163.5.221;;;Linux charleneveede 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.163.5.225;;;Linux mistrysout 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.164.171.93;;Mikrotik;RB4011iGS+;RouterOS;snmp
41.164.67.58;;Mikrotik;RB3011UiAS;RouterOS;snmp
41.164.73.130;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
41.169.11.58;;Mikrotik;RB750Gr3;RouterOS;snmp
41.169.151.92;;Mikrotik;CCR1036-12G-4S;RouterOS;snmp
41.169.18.62;;Mikrotik;CCR1016-12S-1S+;RouterOS;snmp
41.169.64.222;;Mikrotik;RB760iGS;RouterOS;snmp
41.169.97.195;;Mikrotik;CCR1016-12S-1S+;RouterOS;snmp
41.169.97.226;;;;;http80,https443,ssh
41.169.97.228;;;;;ssh
41.169.97.229;;;;;ssh
41.169.97.230;;;;;ssh
41.169.97.233;;;;;ssh
41.169.97.234;;;;;ssh
41.169.97.240;;Mikrotik;;RouterOS,v6.49.18;http80
41.169.97.241;;Mikrotik;;RouterOS,v6.49.18;http80
41.169.97.242;;Mikrotik;;RouterOS,v6.49.18;http80
41.169.97.243;;;Linux hanneliepotg 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.169.97.245;;Ubiquiti;;;http80,https443,ssh
41.169.97.250;;;;;ssh
41.169.97.251;;Ubiquiti;;;http80,https443,ssh
41.169.97.252;;;;;ssh
41.169.97.253;;;;;ssh
41.169.97.254;;;;;ssh
41.169.98.164;;Mikrotik;CCR1016-12S-1S+;RouterOS;snmp
41.170.67.115;;Mikrotik;;RouterOS,v6.49.18;http80
41.170.67.117;;;;;ssh
41.170.67.119;;;;;ssh
41.170.67.120;;;;;ssh
41.170.67.121;;;;;ssh
41.170.67.126;;;;;ssh
41.170.67.81;;Ubiquiti;;;http80,https443,ssh
41.170.67.84;;Ubiquiti;;;http80,https443,ssh
41.170.67.85;;;;;ssh
41.170.67.90;;Ubiquiti;;;http80,https443,ssh
41.170.67.91;;Ubiquiti;;;http80,https443,ssh
41.170.67.93;;Ubiquiti;;;http80,https443,ssh
41.170.67.94;;;Linux sherencograssnyerdienste 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.170.75.161;;;Linux robertjarv 2.6.32.27 #1 Wed Oct 13 15:32:16 UTC 2021 mips;;https443,snmp,ssh
41.170.75.162;;Ubiquiti;;;http80,https443,ssh
41.170.75.163;;Mikrotik;;RouterOS,v6.45.9;http80
41.170.75.164;;;Linux nagskof 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.170.75.167;;;Linux andriesboth 2.6.32.27 #1 Wed Oct 13 15:32:16 UTC 2021 mips;;https443,snmp,ssh
41.170.75.169;;Ubiquiti;;;http80,https443,ssh
41.170.75.170;;;;;ssh
41.170.75.172;;Ubiquiti;;;http80,https443,ssh
41.170.75.173;;Ubiquiti;;;http80,https443,ssh
41.170.75.174;;Ubiquiti;;;http80,https443,ssh
41.170.75.176;;Ubiquiti;;;http80,https443,ssh
41.170.75.177;;Ubiquiti;;;http80,https443,ssh
41.170.75.178;;;;;ssh
41.170.75.179;;;Linux annetjieknoe 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.170.75.180;;;;;ssh
41.170.75.182;;;Linux sadiepret 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.170.75.184;;Ubiquiti;;;http80,https443,ssh
41.170.75.185;;;;;ssh
41.170.75.186;;;Linux andrebeet 2.6.32.27 #1 Wed Jul 7 15:19:44 UTC 2021 mips;;https443,snmp,ssh
41.170.84.250;;Mikrotik;CCR1009-7G-1C;RouterOS;snmp
41.170.84.251;;Mikrotik;RB4011iGS+5HacQ2HnD;RouterOS;snmp
41.170.88.200;;;;;ssh
41.174.154.126;;Mikrotik;RB1100x4;RouterOS;snmp
41.180.71.158;;;Aruba7010);;snmp
41.187.64.122;;Fortinet;;;http80,http8080,https443,ssh
41.190.233.1;;Mikrotik;RB1100x4;RouterOS;snmp
41.205.197.209;;;;;http80,https443,ssh
41.206.220.26;;Mikrotik;RB750Gr3;RouterOS;snmp
41.222.154.114;;Mikrotik;RBD52G-5HacD2HnD;RouterOS;http8080,snmp,ssh
41.222.155.63;;;;;http80,ssh
41.222.157.61;;;;;http80,ssh
41.222.158.130;;Hikvision;;;http80
41.242.45.214;;;;;http80
41.242.46.13;;Mikrotik;RBD52G-5HacD2HnD;RouterOS;snmp
41.242.46.5;;Mikrotik;RB951Ui-2HnD;RouterOS;snmp
41.242.46.6;;Mikrotik;RB951Ui-2HnD;RouterOS;snmp
41.254.105.13;;Mikrotik;CCR1036-8G-2S+;RouterOS;snmp
41.254.50.106;;Mikrotik;CCR1016-12S-1S+;RouterOS;snmp
